Student_ID,Exam_Name,Exam_Score,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
1140,OOP,83,9.5,0.3,9.7,3.7,0.8,3.42,High
1141,Fundamentals of Programming,88,9,0.8,9,4.4,0.8,3.37,High
1142,OOP,72,5.2,0.6,7.7,3.5,7,2.77,Low
1143,MIS,87,8.2,0.1,9.8,0.3,5.6,3.37,High
1144,DSA,76,8.3,3.3,5.1,3.3,4,3.27,High
1145,DSA,91,7.3,2,5.4,4.1,5.2,3.41,High
1146,Database Systems,76,7.4,0.6,8.2,1,6.8,3.11,Moderate
1147,Data Science,84,9.4,2.5,5.8,5.8,0.5,3.25,High
1148,Data Science,88,8.1,1,9,4.8,1.1,3.22,High
1149,Fundamentals of Programming,94,9.9,2,7.3,3.6,1.2,3.51,High
1150,MIS,71,7.7,0.4,7.1,5.1,3.7,2.94,Moderate
1151,Database Systems,78,9.3,0.4,5.5,1.6,7.2,3.29,High
1152,Computer Networks,86,8.1,1.4,8.9,1.3,4.3,3.27,High
1153,Data Science,76,8.2,0.9,8.6,5.2,1.1,3.03,High
1154,DSA,76,7.1,0.6,8.5,4.6,3.2,3.11,Moderate
1155,OOP,76,5.5,2,9.1,5.6,1.8,2.95,Low
1156,OOP,79,7.7,1.6,9.2,2.7,2.8,3.16,Moderate
1157,Database Systems,71,7.4,2,9.2,4.5,0.9,2.77,Moderate
1158,MIS,73,7.5,2.3,6.2,4.8,3.2,2.93,Moderate
1159,MIS,79,7.4,1.3,5.5,1.4,8.4,3.09,High
1160,Foundation of web technologies,70,5.8,1.8,6.5,0.2,9.7,2.92,Low
1161,Computer Organization,82,6.6,2.2,7.8,2.1,5.3,3.09,Moderate
1162,Data Science,78,6.9,1,6.2,2.7,7.2,3.02,Moderate
1163,MIS,92,8.8,0.8,8.5,0.1,5.8,3.61,High
1164,DSA,70,6.7,2.3,6,4.5,4.5,2.92,Moderate
1165,Database Systems,82,5.3,3.4,6,5.2,4.1,3.06,Low
1166,Computer Networks,70,6.6,3.6,5.6,1.1,7.1,2.82,High
1167,Foundation of web technologies,80,7.5,0.3,6,5.7,4.5,3.11,Moderate
1168,SAD,86,9.6,2.2,6.3,4.1,1.8,3.49,High
1169,Fundamentals of Programming,85,8.3,4,6.3,3.6,1.8,3.36,High
1170,Computer Networks,82,7.5,1.2,5.8,1.7,7.8,3.25,High
1171,SAD,71,6.9,3,7.7,0.5,5.9,3.17,Moderate
1172,OOP,82,8.2,3.2,7.3,1.9,3.4,3.2,High
1173,Fundamentals of Programming,63,5.5,3.5,8.9,1,5.1,2.3,Low
1174,Data Science,95,8.1,3.8,7.9,2.3,1.9,3.72,High
1175,DSA,71,5.3,0.3,5.9,0.2,12.3,2.97,High
1176,Fundamentals of Programming,78,5.7,3.3,5.8,1.8,7.4,3.04,High
1177,Computer Organization,77,6.2,1.5,6.3,2.9,7.1,2.97,Moderate
1178,SAD,71,5.3,0.6,5.3,3.8,9,2.79,High
1179,Data Science,64,5.3,3.3,7.6,3.2,4.6,2.55,Low
1180,Computer Organization,73,6,1.3,8,1.3,7.4,2.95,Moderate
1181,OOP,67,5.6,3.9,5.1,4.8,4.6,2.7,High
1182,Computer Organization,78,5.7,0.6,8.5,3.9,5.3,3.05,Low
1183,Foundation of web technologies,82,8.9,3.7,8.5,0.5,2.4,3.46,High
1184,Foundation of web technologies,69,6,0.3,8.5,2.4,6.8,2.81,Moderate
1185,Database Systems,87,9.6,2.6,5.5,5.7,0.6,3.28,High
1186,Computer Networks,75,7,0.2,7.5,0.7,8.6,2.81,Moderate
1187,Computer Networks,70,7,1.4,8.9,4.8,1.9,2.97,Moderate
1188,Data Science,67,6.9,0.6,9,4.2,3.3,2.83,Moderate
1189,OOP,69,6,1.5,5.5,3.8,7.2,2.8,High
1190,MIS,89,7.9,3.6,7.8,0.8,3.9,3.45,Moderate
1191,Foundation of web technologies,79,6.9,3.4,8.2,3.6,1.9,3.37,Moderate
1192,Data Science,84,8.8,2.4,5.8,4.8,2.2,3.38,High
1193,MIS,86,8.6,0.3,7.3,1,6.8,3.51,High
1194,Computer Networks,73,8.1,2.7,9.2,0.9,3.1,2.78,High
1195,Database Systems,66,5.6,3.4,5.8,5.8,3.4,2.84,High
1196,Computer Organization,94,9.9,0.4,6.5,3.8,3.4,3.73,High
1197,Foundation of web technologies,83,6.8,3.7,5.3,3.3,4.9,3.37,High
1198,Data Science,83,6.3,1.5,9.2,1.2,5.8,3.15,Moderate
1199,Fundamentals of Programming,88,9.1,2.3,8.8,2.7,1.1,3.43,High
1200,MIS,76,9.3,1.7,9.8,1.4,1.8,3.12,High
1201,Computer Organization,71,5.7,1.6,9.8,1.9,5,2.72,Low
1202,Foundation of web technologies,80,8.6,1.2,8.9,2.3,3,3.24,High
1203,Computer Networks,73,7.4,3.1,6.9,2.7,3.9,2.82,Moderate
1204,OOP,71,7.6,3.2,6.8,3.1,3.3,2.87,Moderate
1205,MIS,87,8.4,1.1,6.4,5.6,2.5,3.37,High
1206,Computer Networks,90,8.2,0.1,8.1,3.1,4.5,3.56,High
1207,Foundation of web technologies,88,7.7,1.4,5.4,1.2,8.3,3.13,High
1208,MIS,80,7.3,0.2,5.2,4.3,7,3.21,High
1209,Computer Organization,78,7.7,2,6.2,4.5,3.6,3.07,Moderate
1210,Foundation of web technologies,74,7.3,1.1,6.2,3.9,5.5,3,Moderate
1211,SAD,89,8.3,3.3,7.1,0.4,4.9,3.56,High
1212,Data Science,64,5,2.1,5.2,3.4,8.3,2.9,High
1213,Computer Organization,88,9.6,3.9,7.7,1.3,1.5,3.47,High
1214,MIS,76,5.3,1.9,6.2,2.8,7.8,2.87,Low
1215,OOP,85,7.3,2.3,6.8,1,6.6,3.35,Moderate
1216,Computer Networks,77,8.3,1.4,9.7,4.2,0.4,3.25,High
1217,Fundamentals of Programming,74,6,0.2,8.7,5,4.1,3.04,Moderate
1218,Computer Networks,74,5.1,1,7.3,3.8,6.8,3.24,Low
1219,MIS,81,7.8,3,6.4,3.4,3.4,3.14,Moderate
1220,Computer Networks,76,8.8,2.8,10,0.7,1.7,3.16,High
1221,Data Science,82,7.5,1.3,7.2,5.1,2.9,3.27,Moderate
1222,Foundation of web technologies,74,6,3.5,5.3,5.3,3.9,2.97,High
1223,Fundamentals of Programming,78,6.6,1.3,7.6,5.6,2.9,2.96,Moderate
1224,DSA,83,9.3,1.6,6,2.5,4.6,3.31,High
1225,MIS,78,6.9,3.7,8.8,2.3,2.3,3.03,Moderate
1226,Database Systems,73,5.3,1,7.2,0.9,9.6,2.85,Low
1227,DSA,92,9.7,3.1,6.3,2.9,2,3.5,High
1228,Computer Networks,85,9.4,2.1,8.9,2,1.6,3.43,High
1229,MIS,90,7.8,0.5,5.6,3.2,6.9,3.36,High
1230,SAD,92,9.8,1.9,5.3,3.3,3.7,3.93,High
1231,Database Systems,80,9.2,4,7.2,1.2,2.4,3.1,High
1232,Fundamentals of Programming,75,5.2,1.4,6.3,4.1,7,3.12,Low
1233,OOP,81,9.7,1.1,9.1,0.2,3.9,3.3,High
1234,SAD,88,9.7,3.1,8.3,2.4,0.5,3.47,High
1235,DSA,77,8.2,3.9,8.6,3.1,0.2,3.02,High
1236,Foundation of web technologies,81,7.6,0.5,8,2.9,5,3.15,Moderate
1237,Data Science,76,8.1,0,6,2.9,7,3.19,High
1238,OOP,84,7.1,2.9,8,1.8,4.2,3.17,Moderate
1239,SAD,73,7.1,0.9,9.8,0.8,5.4,3.01,Moderate
1240,Foundation of web technologies,70,6.1,3.1,6,0.5,8.3,2.9,Moderate
1241,Foundation of web technologies,80,7.4,0,5.4,4.8,6.4,3.14,High
1242,MIS,84,9.3,2.7,5.3,4.7,2,3.41,High
1243,SAD,88,9.2,3.2,7.5,1,3.1,3.48,High
1244,Fundamentals of Programming,84,9.9,0.6,6.1,1.3,6.1,3.63,High
1245,Computer Networks,90,9,0.7,5.3,6,3,3.56,High
1246,Database Systems,78,7.8,3.6,9.6,0,3,3.09,Moderate
1247,Database Systems,80,5.4,1,8.3,5.3,4,3.27,Low
1248,DSA,62,5.9,3.2,9.8,1.4,3.7,2.71,Low
1249,DSA,77,7.5,0.3,7.8,3,5.4,3.09,Moderate
1250,Database Systems,69,6.7,2.1,7.9,0.1,7.2,2.78,Moderate
1251,Fundamentals of Programming,78,8.8,2.9,6.8,0.3,5.2,3.17,High
1252,Data Science,61,5.9,2.3,5.8,2.1,7.9,2.66,High
1253,Computer Organization,86,8.5,2.2,6.9,2.5,3.9,3.25,High
1254,Computer Networks,68,5.4,3.5,5.4,4.2,5.5,2.81,High
1255,Data Science,84,9.6,1.1,6.9,3.4,3,3.37,High
1256,MIS,75,8.3,1.6,7.4,0.3,6.4,3.29,High
1257,Computer Organization,83,6,3.2,7.3,1.8,5.7,3.11,Moderate
1258,Computer Organization,80,8.7,1.1,5.6,1.5,7.1,3.24,High
1259,SAD,92,9.6,2.3,7.7,2.6,1.8,3.67,High
1260,Fundamentals of Programming,79,7.6,0.5,5.6,3.2,7.1,3.04,High
1261,Fundamentals of Programming,86,9.7,1.2,9.3,2.9,0.9,3.51,High
1262,Computer Organization,73,6,1.5,7.5,4.4,4.6,2.8,Moderate
1263,SAD,63,5.6,1.6,7.4,3.2,6.2,2.75,Low
1264,Computer Networks,87,9,2.8,7.8,3.1,1.3,3.43,High
1265,Computer Organization,74,7.1,0.6,8.3,3.1,4.9,2.79,Moderate
1266,OOP,90,9.5,2.3,5.4,2.7,4.1,3.67,High
1267,DSA,83,8.8,3.2,7.5,4,0.5,3.2,High
1268,DSA,83,9.5,3.6,8.4,2.1,0.4,3.11,High
1269,Data Science,67,5.4,3.5,6.6,1.1,7.4,2.72,Low
1270,MIS,65,6.3,1.3,5.7,1.8,8.9,2.65,High
1271,DSA,78,7.9,1.8,6.7,4.5,3.1,3.24,Moderate
1272,Foundation of web technologies,76,6.7,3,5.8,0.8,7.7,3.09,High
1273,Data Science,66,6.7,3.2,6.2,0.4,7.5,2.74,Moderate
1274,DSA,80,7.8,2.1,8.3,1.4,4.4,3.31,Moderate
1275,MIS,81,9.3,1.2,8.5,0.1,4.9,3.1,High
1276,Fundamentals of Programming,70,7.7,0.3,9,1.3,5.7,2.9,Moderate
1277,Fundamentals of Programming,76,8.4,3.2,7.8,3.4,1.2,3.02,High
1278,Computer Networks,91,9,1.2,7.9,4.4,1.5,3.62,High
1279,Computer Organization,81,6.9,1.2,7.3,4.9,3.7,3.05,Moderate
1280,OOP,83,8.3,3.6,5.5,1.4,5.2,3.4,High
1281,Fundamentals of Programming,82,8.5,3.3,9.3,1.2,1.7,3.25,High
1282,SAD,71,6.2,1.2,8.9,0.5,7.2,2.76,Moderate
1283,DSA,85,9.1,1.7,8,0.5,4.7,3.23,High
1284,SAD,84,9.8,3.2,7.3,0.8,2.9,3.42,High
1285,MIS,90,9.7,1.4,5.8,3.4,3.7,3.67,High
1286,Fundamentals of Programming,76,7.4,4,8.4,0.3,3.9,3.15,Moderate
1287,OOP,91,10,1.6,6.4,3.3,2.7,3.39,High
1288,MIS,72,5,1.8,9.2,3.4,4.6,2.7,Low
1289,Foundation of web technologies,85,10,1.1,6.4,1,5.5,3.4,High
1290,Foundation of web technologies,86,9,3.6,9.9,0.3,1.2,3.19,High
1291,SAD,80,9.4,1.3,5.6,5.2,2.5,3.2,High
1292,Computer Organization,81,7.1,1.1,8.7,2.7,4.4,3.15,Moderate
1293,Data Science,77,9.9,0.2,6.8,2.9,4.2,3.09,High
1294,Computer Organization,84,8.6,3.5,9.7,1.8,0.4,3.3,High
1295,Computer Networks,78,9.3,2.2,9.1,1,2.4,3.07,High
1296,Computer Organization,71,7.3,1.1,9.8,1.8,4,2.91,Moderate
1297,Computer Networks,73,5.5,2.1,5.3,0.7,10.4,2.79,High
1298,Computer Networks,72,7.2,3.2,8.7,2.1,2.8,2.78,Moderate
1299,OOP,73,6.7,1.3,8.9,0.3,6.8,2.79,Moderate
1300,Fundamentals of Programming,74,6.2,3.7,9.3,3.4,1.4,2.92,Moderate
1301,OOP,78,7.4,2.1,9.9,4.4,0.2,3.23,Moderate
1302,Computer Networks,75,6,0.9,8.4,2.4,6.3,2.79,Moderate
1303,MIS,92,9.7,0.4,7.6,5.5,0.8,3.73,High
1304,Foundation of web technologies,65,5.8,3.9,9.6,0.8,3.9,2.57,Low
1305,Computer Networks,66,5.6,0.3,9.5,1.2,7.4,2.57,Low
1306,OOP,70,8,0.3,6.1,5.6,4,2.76,Moderate
1307,MIS,81,9.5,3.1,5.1,2,4.3,3.14,High
1308,OOP,93,9.5,2.5,5.4,5.5,1.1,3.59,High
1309,Computer Organization,80,9.8,0.3,7.7,1.8,4.4,3.23,High
1310,DSA,83,7.9,3.8,7.5,0.4,4.4,3.11,Moderate
1311,SAD,77,8.1,1.4,9.3,2.3,2.9,3.11,High
1312,Data Science,82,8.8,1.1,8.8,1.1,4.2,3.22,High
1313,OOP,71,6.6,1.9,9.7,5.4,0.4,2.88,Moderate
1314,Data Science,63,5.7,2,7.3,5.4,3.6,2.62,Low
1315,Database Systems,86,9.7,1.5,7.5,4.8,0.5,3.3,High
1316,OOP,73,6.1,0.8,5.2,3.9,8,2.56,High
1317,DSA,72,6.3,0.2,6.2,4.8,6.5,2.93,Moderate
1318,Data Science,86,7.1,3.9,6,1.3,5.7,3.3,Moderate
1319,Computer Networks,67,6.5,0.7,6.9,5.5,4.4,2.71,Moderate
1320,OOP,95,9.7,0.2,6.1,3.4,4.6,3.81,High
1321,Fundamentals of Programming,91,8.1,0.2,7,3.9,4.8,3.41,High
1322,SAD,79,6.6,0.4,7.1,0.8,9.1,3.27,Moderate
1323,DSA,72,9.7,1.9,6.6,4.4,1.4,3.06,High
1324,Data Science,84,9.1,3.5,8.4,0.1,2.9,3.36,High
1325,DSA,80,7.8,3.1,5.7,1.4,6,3.14,High
1326,MIS,87,7.2,0,9.1,2.2,5.5,3.41,Moderate
1327,SAD,68,7.7,2.7,8.5,4.9,0.2,2.68,Moderate
1328,Computer Networks,91,9.8,2.6,6.5,0.6,4.5,3.62,High
1329,OOP,89,9.2,1.4,8.3,2.4,2.7,3.47,High
1330,OOP,55,5.3,1.7,7.7,2.6,6.7,2.54,Low
1331,OOP,81,8.7,3.3,8.9,0.1,3,3.34,High
1332,SAD,79,9.7,3.3,9.2,0.5,1.3,3.18,High
1333,Fundamentals of Programming,78,7.1,1.9,5.8,0.2,9,3.02,High
1334,Database Systems,90,9.6,2.3,8.3,3.5,0.3,3.41,High
1335,Foundation of web technologies,75,6.7,2.5,5.2,1.1,8.5,3.11,High
1336,Computer Organization,83,6.8,1.5,7.7,0,8,3.15,Moderate
1337,Data Science,68,6.2,0.8,6.3,4.8,5.9,2.76,Moderate
1338,Fundamentals of Programming,75,7.5,3.5,6.2,0.5,6.3,3,Moderate
1339,Computer Networks,76,6.8,3,7.8,4.9,1.5,2.99,Moderate
1340,Data Science,81,5.2,3.9,6.9,0.9,7.1,3.28,Low
1341,OOP,91,8.3,1.1,7.9,3.5,3.2,3.49,High
1342,DSA,72,6.3,1.8,7.7,4,4.2,2.91,Moderate
1343,Computer Networks,81,8.9,1.6,8.2,0.8,4.5,3.3,High
1344,Data Science,89,8.6,0.1,6,2.9,6.4,3.42,High
1345,OOP,78,9.4,2.1,9.6,1.4,1.5,3.2,High
1346,Data Science,84,9,1,9.5,4.1,0.4,3.34,High
1347,DSA,83,9.7,2.1,8.4,3,0.8,3.51,High
1348,OOP,70,5.2,2,5.8,1.1,9.9,2.58,High
1349,Database Systems,72,6.8,1.7,8.1,0.4,7,2.75,Moderate
1350,Fundamentals of Programming,88,7.9,2.5,7.8,4.3,1.5,3.19,Moderate
1351,MIS,85,6.7,3.1,7.2,2.9,4.1,3.24,Moderate
1352,Computer Organization,79,6.5,0.3,5.5,5.5,6.2,3.28,High
1353,SAD,86,8.4,0.5,6.8,3.6,4.7,3.34,High
1354,Computer Organization,64,5,0.8,9.8,3.7,4.7,2.69,Low
1355,Computer Networks,77,6.3,0.3,5.1,1.5,10.8,2.9,High
1356,Computer Organization,84,8.6,3.7,7,0.9,3.8,3.48,High
1357,OOP,78,7.6,3.6,9,0.3,3.5,3.27,Moderate
1358,Database Systems,90,9.5,0.5,7.7,5.3,1,3.78,High
1359,MIS,77,7.1,1.9,5.4,1.7,7.9,3.14,High
1360,Fundamentals of Programming,71,6.4,1.8,8.4,1,6.4,2.93,Moderate
1361,Fundamentals of Programming,70,7.4,3,9.3,2.7,1.6,2.95,Moderate
1362,DSA,94,9.7,0.5,8.9,1.3,3.6,3.53,High
1363,SAD,98,9.7,2.9,8.8,0.6,2,3.87,High
1364,Data Science,79,8.8,0.4,9.8,4.5,0.5,3.12,High
1365,Database Systems,83,6.4,3.3,7.6,2.8,3.9,3.11,Moderate
1366,Data Science,74,8.6,1.6,8.1,4,1.7,2.94,High
1367,MIS,76,8.6,0.2,9.3,2.7,3.2,3.11,High
1368,Computer Organization,69,7.4,3.5,6.9,4.5,1.7,2.95,Moderate
1369,Fundamentals of Programming,68,5.5,1.9,10,4.6,2,2.83,Low
1370,MIS,70,6.2,1.6,8.9,4.6,2.7,2.63,Moderate
1371,Computer Organization,81,6.1,3.7,8,2.3,3.9,3.41,Moderate
1372,Fundamentals of Programming,81,7.8,1.9,7.5,1.1,5.7,3.18,Moderate
1373,Computer Organization,82,9.1,2.2,5.7,4.6,2.4,3.17,High
1374,SAD,78,7.6,0.5,9.7,1.1,5.1,3.07,Moderate
1375,Database Systems,68,6.3,1.6,6.9,4.8,4.4,2.69,Moderate
1376,Computer Networks,75,6.3,2,5.7,3.7,6.3,2.91,High
1377,MIS,78,7.8,2.9,9.7,3.3,0.3,3.09,Moderate
1378,MIS,87,9.5,3.9,9.3,0.1,1.2,3.28,High
1379,Foundation of web technologies,84,9.7,1.7,5,2.7,4.9,3.47,High
1380,OOP,73,6.7,1.9,8.1,5.2,2.1,2.88,Moderate
1381,SAD,76,8.3,1.7,9.1,4.4,0.5,3.26,High
1382,SAD,63,6.4,0.2,8.3,5.2,3.9,2.75,Moderate
1383,Data Science,74,5.8,3.2,9.3,5.2,0.5,2.96,Low
1384,Computer Organization,75,6.6,2.2,5.3,0.3,9.6,2.94,High
1385,OOP,85,8.6,1.8,6.3,1.1,6.2,3.2,High
1386,Database Systems,79,7.4,1.4,6.6,5.8,2.8,2.87,Moderate
1387,Database Systems,82,8.2,0.1,7.2,5.3,3.2,3.12,High
1388,SAD,84,8.8,2.4,7.9,0.3,4.6,3.26,High
1389,Database Systems,63,5.7,2.5,6,3,6.8,2.5,Low
1390,Foundation of web technologies,84,9.7,3.4,8.6,0.2,2.1,3.53,High
1391,MIS,70,5.5,2,5.8,5.9,4.8,2.82,High
1392,DSA,73,6.8,2.6,5.6,2.6,6.4,2.77,High
1393,Computer Networks,74,6.4,3.6,5.2,5.5,3.3,2.86,High
1394,Data Science,84,8.9,0.1,9.8,2.7,2.5,3.51,High
1395,Computer Organization,77,6.5,1.5,5.3,5.9,4.8,3,High
1396,Computer Networks,77,7.2,3.8,6.2,3.2,3.6,3.02,Moderate
1397,Computer Organization,82,7.4,2.8,5.3,1.2,7.3,3.25,High
1398,Fundamentals of Programming,68,5.9,2.3,6.1,5.2,4.5,2.72,Low
1399,Computer Networks,91,9.7,2.1,6.8,1.3,4.1,3.55,High
1400,DSA,99,9.7,1.6,8.5,2.1,2.1,3.87,High
1401,SAD,78,7.6,1.1,7.3,2.8,5.2,3.2,Moderate
1402,Foundation of web technologies,77,6.6,0.2,7.5,3.3,6.4,3.02,Moderate
1403,MIS,73,5.8,3,9.9,5,0.3,2.93,Low
1404,MIS,76,8.5,1.8,7.7,5.1,0.9,3.23,High
1405,Foundation of web technologies,82,7.4,1.5,7.5,3.5,4.1,3.33,Moderate
1406,OOP,73,5.5,2.4,5.6,0.5,10,3.11,High
1407,Fundamentals of Programming,75,7.6,1.6,7.9,0.5,6.4,2.89,Moderate
1408,Computer Organization,87,9.9,2.2,8.4,1.1,2.4,3.43,High
1409,DSA,69,5.5,3.9,6.4,2.5,5.7,2.8,Low
1410,Database Systems,89,9.1,2.1,6.4,0.4,6,3.37,High
1411,Computer Networks,73,5.8,3.6,8.4,1.5,4.7,2.91,Low
1412,Fundamentals of Programming,73,7.9,1.6,6.8,1.3,6.4,3.1,Moderate
1413,Computer Networks,72,8.3,3.9,5.9,3.5,2.4,2.95,High
1414,DSA,68,6.3,3.3,7.4,3.3,3.7,2.52,Moderate
1415,Data Science,75,6.5,0.7,5.4,4.3,7.1,3.1,High
1416,Data Science,72,7,1.7,7.3,2.2,5.8,2.85,Moderate
1417,Fundamentals of Programming,71,5.5,1.2,8.3,4,5,2.76,Low
1418,SAD,65,6,0.8,5.1,5.4,6.7,2.54,High
1419,DSA,77,6.1,0.9,6.4,0.8,9.8,2.79,Moderate
1420,DSA,69,5.7,2.6,6.7,4.2,4.8,2.9,Low
1421,Foundation of web technologies,64,7.8,1,8.3,0.7,6.2,2.69,Moderate
1422,SAD,77,6.3,2.4,9.4,5.9,0,3.22,Moderate
1423,Computer Organization,68,8,1.6,6.1,1.5,6.8,2.75,Moderate
1424,Computer Organization,88,9.6,1.5,6.9,2.3,3.7,3.37,High
1425,Database Systems,82,9.2,2.6,8.1,1.4,2.7,3.39,High
1426,MIS,85,7,2,8.3,0.1,6.6,3.27,Moderate
1427,Data Science,84,9.4,1.8,6.7,0.8,5.3,3.37,High
1428,Computer Organization,58,7,2.7,7.1,5.8,1.4,2.47,Moderate
1429,SAD,79,8,3.2,5.5,2.4,4.9,3.36,High
1430,DSA,71,9.3,0.3,5.4,5.1,3.9,3.02,High
1431,Computer Organization,74,6.1,2.7,7.7,5,2.5,3.04,Moderate
1432,DSA,76,7.1,1.3,8,5.6,2,3.08,Moderate
1433,Computer Organization,95,9.2,4,5.1,0.6,5.1,3.62,High
1434,Data Science,78,6.4,1,8.9,0.3,7.4,3.04,Moderate
1435,Computer Networks,79,6.8,2,7.8,4.4,3,3.27,Moderate
1436,Computer Organization,73,7.9,2.2,8.2,1.5,4.2,2.87,Moderate
1437,SAD,78,5.4,0.5,6.1,3,9,2.91,Low
1438,Computer Organization,93,8.9,1.4,7,2.4,4.3,3.5,High
1439,MIS,68,6,0.2,8,5.9,3.9,2.76,Moderate
1440,Data Science,91,9.1,2.8,9.7,1,1.4,3.53,High
1441,SAD,85,8.3,1.9,8.2,2.5,3.1,3.25,High
1442,Foundation of web technologies,67,7.6,3.2,8.7,3,1.5,2.86,Moderate
1443,SAD,73,5.6,2.9,7.5,5.4,2.6,2.98,Low
1444,MIS,67,5.7,3,5,1,9.3,2.42,High
1445,Computer Networks,74,7.9,2.9,9.6,2.5,1.1,2.99,Moderate
1446,Data Science,68,5,0.5,7.7,4.1,6.7,3.07,Low
1447,Foundation of web technologies,78,7.1,2.9,7.6,0.4,6,3.15,Moderate
1448,MIS,84,8.6,3.6,5.6,5.9,0.3,3.21,High
1449,MIS,68,6,0,10,1.7,6.3,2.7,Moderate
1450,Fundamentals of Programming,84,7.9,3.6,6.6,4,1.9,3.29,Moderate
1451,Data Science,70,5.9,2.5,6.7,1.3,7.6,2.7,Low
1452,SAD,82,9.5,1.6,6.2,2.7,4,3.32,High
1453,DSA,74,6.6,3,9.9,2,2.5,3.03,Moderate
1454,Computer Networks,78,5.8,2.8,7.6,3.9,3.9,3.09,Low
1455,DSA,98,9.4,1.8,9.5,2.5,0.8,3.91,High
1456,SAD,73,6.6,3.9,8.3,0.2,5,2.93,Moderate
1457,SAD,65,6.6,2.5,5.3,0.1,9.5,2.6,High
1458,Data Science,72,7.2,1.1,5.8,4.1,5.8,2.96,High
1459,SAD,85,7.6,0.8,6.6,3.6,5.4,3.3,Moderate
1460,Fundamentals of Programming,88,8.6,2.7,7.4,3.4,1.9,3.45,High
1461,Foundation of web technologies,59,5.2,2.5,8.9,3,4.4,2.51,Low
1462,SAD,75,8.2,2.8,9.4,1.2,2.4,3.06,High
1463,DSA,97,8.8,2.2,9.4,1.9,1.7,3.85,High
1464,SAD,84,8.7,3.9,5.4,0.3,5.7,3.42,High
1465,Fundamentals of Programming,89,9.7,2.1,8.1,2,2.1,3.49,High
1466,Computer Organization,81,8.7,1.2,6.5,5,2.6,3.25,High
1467,Computer Organization,72,5.4,3.5,6.3,3.6,5.2,2.85,Low
1468,MIS,78,7.1,2.8,6.7,1.7,5.7,3.16,Moderate
1469,Computer Networks,89,10,3,8.2,1,1.8,3.81,High
1470,Database Systems,74,7.7,3.4,5.2,2.2,5.5,3.22,High
1471,Foundation of web technologies,76,6.2,1.8,5.4,5.7,4.9,2.98,High
1472,OOP,80,7.8,3.7,5,4.5,3,3.16,High
1473,MIS,87,9.5,0.6,5.5,2.5,5.9,3.44,High
1474,Computer Networks,83,7.6,0.6,5,4.9,5.9,3.29,High
1475,Computer Organization,68,5.4,2.5,9.6,1.3,5.2,2.69,Low
1476,DSA,84,8,0.7,8.7,1.8,4.8,3.25,Moderate
1477,OOP,84,7.3,2.4,5.9,4.4,4,3.3,High
1478,Computer Networks,69,5.8,2.8,5.6,2.6,7.2,2.62,High
1479,Computer Networks,73,6.2,3,6.3,5.3,3.2,2.91,Moderate
1480,MIS,80,8.1,0.4,7,4.3,4.2,3.24,High
1481,OOP,83,8.3,2.5,6.4,2.3,4.5,3.31,High
1482,Data Science,73,7.5,2.8,6.2,1.9,5.6,3.02,Moderate
1483,Database Systems,74,6.7,0.1,6.7,4.8,5.7,3.01,Moderate
1484,Data Science,83,7.3,0.1,9.4,0.1,7.1,3.29,Moderate
1485,OOP,87,9.7,2,6.7,5.2,0.4,3.47,High
1486,Data Science,77,7.7,0.9,7.1,3.9,4.4,3.08,Moderate
1487,Fundamentals of Programming,74,8.6,0,9.7,0.9,4.8,3.14,High
1488,Computer Organization,67,5.2,0.5,9.9,1.9,6.5,2.61,Low
1489,Fundamentals of Programming,73,5.6,0.4,8.6,5.1,4.3,2.81,Low
1490,SAD,73,6.1,2.1,6.3,5.6,3.9,2.73,Moderate
1491,Data Science,95,9.5,2.3,6.8,2.1,3.3,3.74,High
1492,SAD,74,7.3,3.4,9.7,1.2,2.4,2.97,Moderate
1493,DSA,78,7.8,0.4,6,2.5,7.3,3.24,Moderate
1494,Foundation of web technologies,75,5.8,1.8,8,4.2,4.2,2.82,Low
1495,DSA,76,6.9,3.5,7.8,2.5,3.3,3.02,Moderate
1496,OOP,81,9.1,2.5,9.2,1.6,1.6,3.22,High
1497,Computer Networks,67,5.6,0.1,6.5,4.2,7.6,2.71,Low
1498,Computer Organization,82,7.5,1.7,7.1,1.4,6.3,3.32,Moderate
1499,Data Science,71,5.7,0.8,5.3,1.2,11,2.74,High
1500,MIS,67,6.8,0,9.2,0.2,7.8,2.8,Moderate
1501,Foundation of web technologies,85,9.7,3.6,7.7,1.6,1.4,3.22,High
1502,Database Systems,93,8.2,0.2,5.3,2.7,7.6,3.55,High
1503,Database Systems,75,7.7,3.6,5.5,4.9,2.3,3.06,High
1504,Database Systems,66,6.6,1.6,5.8,3,7,2.73,High
1505,Data Science,77,9,1.8,7.5,4.8,0.9,3.33,High
1506,Database Systems,79,6.3,3.5,7.9,1.3,5,3.32,Moderate
1507,Fundamentals of Programming,77,6.3,3.2,5.2,6,3.3,3,High
1508,Foundation of web technologies,75,7,2,9.4,2.3,3.3,2.98,Moderate
1509,Fundamentals of Programming,76,7.7,0.2,5,1.5,9.6,3,High
1510,Computer Networks,67,5.6,1.6,8.2,4.3,4.3,2.91,Low
1511,Foundation of web technologies,68,5.9,0.3,9.7,1.6,6.5,2.76,Low
